instance,c_optimal_value,2c_optimal_value,3c_optimal_value,4c_optimal_value,5c_optimal_value,6c_optimal_value,7c_optimal_value,8c_optimal_value,9c_optimal_value,10c_optimal_value,2c vs c,3c vs 2c,4c vs 3c,5c vs 4c,6c vs 5c,7c vs 6c,8c vs 7c,9c vs 8c,10c vs 9c ,,Valori medi,
642,118558054952,61803227740,55807580247,55755094926,55725091909,55725091909,55725091909,55725091909,55725091909,55725091909,"91,83%","10,74%","0,09%","0,05%","0,00%","0,00%","0,00%","0,00%","0,00%",,,
643,78149405365,41863066503,41682467582,41638296858,41615350811,41611296909,41610624370,41610624370,41610624370,41610624479,"86,68%","0,43%","0,11%","0,06%","0,01%","0,00%","0,00%","0,00%","0,00%",,,
644,77840686305,42136852932,41987698982,41944085138,41925199343,41925199343,41925199343,41925199343,41925199343,41925199331,"84,73%","0,36%","0,10%","0,05%","0,00%","0,00%","0,00%","0,00%","0,00%",,,
645,79987910683,41199932759,41040346909,40990022032,40966355045,40964684313,40964684324,40964684315,40964684315,40964684315,"94,15%","0,39%","0,12%","0,06%","0,00%","0,00%","0,00%","0,00%","0,00%",,,
646,99802148032,50164288794,50062849408,50026956036,50023857787,50023857779,50023857751,50023857751,50023857751,50023857751,"98,95%","0,20%","0,07%","0,01%","0,00%","0,00%","0,00%","0,00%","0,00%",,,
647,75881996526,49296256655,49145852428,49070879082,49060870872,49055866116,49055862521,49055864443,49055862688,49055866327,"53,93%","0,31%","0,15%","0,02%","0,01%","0,00%","0,00%","0,00%","0,00%",,,
648,94701220597,52669328142,52579981738,52535992937,52535992919,52535992933,52535992933,52535992953,52535992936,52535992905,"79,80%","0,17%","0,08%","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%",,,
649,141212145903,70144373736,69099406983,69076913072,69066424243,69061923926,69058924622,69058924639,69058924646,69058924646,"101,32%","1,51%","0,03%","0,02%","0,01%","0,00%","0,00%","0,00%","0,00%",,,
650,109405502793,47576397496,47459244603,47422576721,47409240191,47409240219,47409240171,47409240192,47409240192,47409240192,"129,96%","0,25%","0,08%","0,03%","0,00%","0,00%","0,00%","0,00%","0,00%",,,
651,87733098441,48229373744,43909299513,43841086951,43809992230,43809992214,43809992214,43809992275,43809992275,43809992256,"81,91%","9,84%","0,16%","0,07%","0,00%","0,00%","0,00%","0,00%","0,00%",,,
652,74678652685,57719564094,45175752592,43855037321,43840594054,43840594054,43840594054,43840595868,43840595868,43840594020,"29,38%","27,77%","3,01%","0,03%","0,00%","0,00%","0,00%","0,00%","0,00%",,,
653,128368098712,83354703876,76971819117,72644794811,71622668229,71617945847,71616279998,71616279937,71616279958,71616279993,"54,00%","8,29%","5,96%","1,43%","0,01%","0,00%","0,00%","0,00%","0,00%",,,
654,132512107093,64946116775,54548833013,54509497199,54500680657,54499856034,54499856049,54499856031,54499855990,54499855990,"104,03%","19,06%","0,07%","0,02%","0,00%","0,00%","0,00%","0,00%","0,00%",,,
655,131611942159,48890537641,48738318705,48703872622,48686093129,48681648813,48678319474,48678317570,48678317591,48678319417,"169,20%","0,31%","0,07%","0,04%","0,01%","0,01%","0,00%","0,00%","0,00%",,,
656,113435532322,42594972158,42353082496,42308912365,42276405991,42272244206,42272244206,42272244165,42272244181,42272244165,"166,31%","0,57%","0,10%","0,08%","0,01%","0,00%","0,00%","0,00%","0,00%",,,
657,96584435641,41800456859,41591571076,41527137277,41496024434,41488262776,41486589192,41486589188,41486589192,41486589188,"131,06%","0,50%","0,16%","0,07%","0,02%","0,00%","0,00%","0,00%","0,00%",,,
658,104404825819,47185239317,47014854405,46961543475,46941555787,46941557577,46941557584,46941555812,46941557584,46941555770,"121,27%","0,36%","0,11%","0,04%","0,00%","0,00%","0,00%","0,00%","0,00%",,,
659,129496391165,84714002468,84566819107,84510169274,84510169297,84510169322,84510169322,84510169296,84510169296,84510169296,"52,86%","0,17%","0,07%","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%",,,
660,83462595766,50206679899,48102663629,48056338338,48048336589,48048338435,48048336578,48048338394,48048338367,48048338432,"66,24%","4,37%","0,10%","0,02%","0,00%","0,00%","0,00%","0,00%","0,00%",,,
661,107163008585,98276911301,98177063376,98148500666,98134945766,98130723801,98126501836,98126056520,98126056486,98126056540,"9,04%","0,10%","0,03%","0,01%","0,00%","0,00%","0,00%","0,00%","0,00%",,,
662,66642571762,37965310469,37821168603,37797503698,37780666689,37773169725,37773169725,37773169725,37773169725,37773169725,"75,54%","0,38%","0,06%","0,04%","0,02%","0,00%","0,00%","0,00%","0,00%",,,
663,74232815374,48170330250,39524403285,39472973506,39457863190,39450765003,39448426450,39448426450,39448426450,39448426450,"54,10%","21,87%","0,13%","0,04%","0,02%","0,01%","0,00%","0,00%","0,00%",,,
664,89582464960,48485407548,42406485009,42365636299,42347324263,42338996422,42334829889,42333996815,42333996815,42333996815,"84,76%","14,33%","0,10%","0,04%","0,02%","0,01%","0,00%","0,00%","0,00%",,,
665,115648189340,90183205568,90057374241,90036199166,90028651941,90028653784,90028653766,90028653766,90028651941,90028651934,"28,24%","0,14%","0,02%","0,01%","0,00%","0,00%","0,00%","0,00%","0,00%",,,
666,125396148818,53749896717,52037380908,51992380640,51976380196,51976380196,51976380233,51976380233,51976380183,51976380220,"133,30%","3,29%","0,09%","0,03%","0,00%","0,00%","0,00%","0,00%","0,00%",,,
667,145222906909,55755755078,50461577277,50406980975,50385879490,50381434738,50378100099,50378100071,50378100117,50378100117,"160,46%","10,49%","0,11%","0,04%","0,01%","0,01%","0,00%","0,00%","0,00%",,,
668,111669216843,57208586771,52995538623,48988205905,46997110589,46997110589,46997110554,46997110577,46997110564,46997110564,"95,20%","7,95%","8,18%","4,24%","0,00%","0,00%","0,00%","0,00%","0,00%",,,
669,87677878650,43886890426,41935123858,41886109914,41866111449,41866094632,41866094632,41866094736,41866092791,41866092791,"99,78%","4,65%","0,12%","0,05%","0,00%","0,00%","0,00%","0,00%","0,00%",,,
670,102505637411,42260711102,39982346483,39949180888,39930014066,39925862904,39925862963,39925862890,39925862890,39925862890,"142,56%","5,70%","0,08%","0,05%","0,01%","0,00%","0,00%","0,00%","0,00%",,,
671,94438555597,50491424793,41470674826,41415905259,41392679784,41384341851,41384341849,41384341849,41384341849,41384341849,"87,04%","21,75%","0,13%","0,06%","0,02%","0,00%","0,00%","0,00%","0,00%",,,
672,95188398027,60295531508,47863419477,44320183409,44288193168,44284181332,44280181376,44278186435,44278186435,44278186435,"57,87%","25,97%","7,99%","0,07%","0,01%","0,01%","0,00%","0,00%","0,00%",,,
673,95493236101,67057198009,53978327231,48089018419,48072360451,48062918857,48059307787,48055696731,48054585357,48054585348,"42,41%","24,23%","12,25%","0,03%","0,02%","0,01%","0,01%","0,00%","0,00%",,,
674,77479103507,54636173553,47492298161,42255658241,42239661801,42235654571,42231654592,42229655677,42229655677,42229655736,"41,81%","15,04%","12,39%","0,04%","0,01%","0,01%","0,00%","0,00%","0,00%",,,
675,75764686012,48949322287,43942395809,43877697737,43856350856,43856350856,43856350901,43856350850,43856350901,43856350940,"54,78%","11,39%","0,15%","0,05%","0,00%","0,00%","0,00%","0,00%","0,00%",,,
676,73235763144,48967712682,47888497123,47838606013,47831928927,47829484514,47829153337,47829153327,47829153333,47829153333,"49,56%","2,25%","0,10%","0,01%","0,01%","0,00%","0,00%","0,00%","0,00%",,,
677,77528978320,47689459978,46753344688,46717551749,46708716836,46708716852,46708716885,46708716836,46708716829,46708716853,"62,57%","2,00%","0,08%","0,02%","0,00%","0,00%","0,00%","0,00%","0,00%",,,
678,108491448259,48061397806,46728854372,46698360946,46680687793,46677355594,46677355623,46677355623,46677355623,46677355603,"125,74%","2,85%","0,07%","0,04%","0,01%","0,00%","0,00%","0,00%","0,00%",,,
679,87641044385,46254608493,46115955219,46085678708,46073460554,46073460554,46073460613,46073460602,46073460602,46073460602,"89,48%","0,30%","0,07%","0,03%","0,00%","0,00%","0,00%","0,00%","0,00%",,,
680,86523133077,49212113554,49083712584,49032055058,49022085657,49022085627,49022085649,49022085680,49022085655,49022085655,"75,82%","0,26%","0,11%","0,02%","0,00%","0,00%","0,00%","0,00%","0,00%",,,
681,93682218428,52128584504,51206012690,51154918558,51146055829,51146055848,51146055816,51146055818,51146055880,51146055880,"79,71%","1,80%","0,10%","0,02%","0,00%","0,00%","0,00%","0,00%","0,00%",,,
682,129196101945,83223981034,83121447632,83071986621,83071986621,83071986619,83071986619,83071986619,83071986619,83071986614,"55,24%","0,12%","0,06%","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%",,,
683,149775178833,91823634243,86919011161,82537774549,82132953574,82123176018,82121848033,82121848033,82121848028,82121848028,"63,11%","5,64%","5,31%","0,49%","0,01%","0,00%","0,00%","0,00%","0,00%",,,
684,152717163471,72137122427,63048200731,54877919644,52550729816,52546063237,52544057641,52544057641,52544057673,52544057673,"111,70%","14,42%","14,89%","4,43%","0,01%","0,00%","0,00%","0,00%","0,00%",,,
685,133113873646,49208290958,46816246472,46776069064,46761402564,46761402619,46761402605,46761402545,46761402545,46761402619,"170,51%","5,11%","0,09%","0,03%","0,00%","0,00%","0,00%","0,00%","0,00%",,,
686,106490171550,47172527600,46964866477,46923326381,46910877386,46910877384,46910877400,46910877365,46910877435,46910877359,"125,75%","0,44%","0,09%","0,03%","0,00%","0,00%","0,00%","0,00%","0,00%",,,
687,108254600567,52762964878,52571474288,52512278812,52505666504,52505388718,52505388732,52505388775,52505388732,52505388726,"105,17%","0,36%","0,11%","0,01%","0,00%","0,00%","0,00%","0,00%","0,00%",,,
688,94468376578,55654949029,55476982490,55415650073,55410317015,55406982266,55406982294,55406982262,55406982294,55406982300,"69,74%","0,32%","0,11%","0,01%","0,01%","0,00%","0,00%","0,00%","0,00%",,,
689,63370696401,49014913719,48874127138,48817241950,48807020070,48798124950,48798124950,48798124950,48798124950,48798124950,"29,29%","0,29%","0,12%","0,02%","0,02%","0,00%","0,00%","0,00%","0,00%",,,
690,56350543208,54087296181,53972037394,53925097592,53916210879,53916210903,53916212700,53916212716,53916212774,53916212700,"4,18%","0,21%","0,09%","0,02%","0,00%","0,00%","0,00%","0,00%","0,00%",,,
691,66199588798,42720496026,41424652619,41380483271,41365814603,41365814670,41365816438,41365816438,41365816438,41365814585,"54,96%","3,13%","0,11%","0,04%","0,00%","0,00%","0,00%","0,00%","0,00%",,,
692,70913731555,47773994244,46269090075,46218220070,46201159905,46199222041,46199221975,46199222018,46199222002,46199222002,"48,44%","3,25%","0,11%","0,04%","0,00%","0,00%","0,00%","0,00%","0,00%",,,
693,56547316879,43883797775,43732705055,43699651214,43695218608,43695218608,43695218599,43695218608,43695218602,43695218602,"28,86%","0,35%","0,08%","0,01%","0,00%","0,00%","0,00%","0,00%","0,00%",,,
694,84807553362,80653440350,80379312709,80341656710,80325463821,80321029778,80321029778,80321029778,80321029778,80321029778,"5,15%","0,34%","0,05%","0,02%","0,01%","0,00%","0,00%","0,00%","0,00%",,,
695,59576824316,47652936938,47074255756,47043421974,47033137180,47028414789,47026745196,47026745109,47026745169,47026745251,"25,02%","1,23%","0,07%","0,02%","0,01%","0,00%","0,00%","0,00%","0,00%",,,
696,91432236965,50439992938,50022171649,49981529391,49976210288,49976210297,49976210275,49976210259,49976210301,49976210281,"81,27%","0,84%","0,08%","0,01%","0,00%","0,00%","0,00%","0,00%","0,00%",,,
697,"81402984718,0002",48920821804,47842025359,47792706335,47781864399,47777030933,47776032718,47776032740,47776032738,47776032740,"66,40%","2,25%","0,10%","0,02%","0,01%","0,00%","0,00%","0,00%","0,00%",,,
698,87633269110,48565698208,48458081115,48413074297,48407115969,48407115969,48407117813,48407115982,48407116004,48407116004,"80,44%","0,22%","0,09%","0,01%","0,00%","0,00%","0,00%","0,00%","0,00%",,,
699,66756212693,40788351485,40564812550,40483299576,40452207672,40452207725,40452207672,40452207697,40452207697,40452207697,"63,66%","0,55%","0,20%","0,08%","0,00%","0,00%","0,00%","0,00%","0,00%",,,
700,92820753302,48298459653,47284745063,47248728822,47234233517,47229733405,47226727889,47226727889,47226727953,47226727953,"92,18%","2,14%","0,08%","0,03%","0,01%","0,01%","0,00%","0,00%","0,00%",,,
701,88908736150,44519550794,42700619994,42686852479,42679289614,42679289614,42679289614,42679289579,42679289588,42679289640,"99,71%","4,26%","0,03%","0,02%","0,00%","0,00%","0,00%","0,00%","0,00%",,,
702,129997809409,81506556123,81157399306,81120183861,81117078385,81117078459,81117078385,81117078385,81117078433,81117078402,"59,49%","0,43%","0,05%","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%",,,
703,118420154134,50735273875,48355895277,48311325176,48294209733,48294209729,48294209730,48294209730,48294209730,48294209693,"133,41%","4,92%","0,09%","0,04%","0,00%","0,00%","0,00%","0,00%","0,00%",,,
704,129414633105,65037456626,53118018747,53037985139,53013816788,52999650189,52994654445,52994654445,52994654444,52994654444,"98,98%","22,44%","0,15%","0,05%","0,03%","0,01%","0,00%","0,00%","0,00%",,,
705,118853030659,54657007486,50976178802,50930840626,50920166520,50920166497,50920166549,50920166551,50920166523,50920166558,"117,45%","7,22%","0,09%","0,02%","0,00%","0,00%","0,00%","0,00%","0,00%",,,
706,105717268898,61575094836,61421768913,61356183476,61353404386,61353404346,61353402590,61353436373,61353402537,61353402537,"71,69%","0,25%","0,11%","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%",,,
707,104398618232,47040482143,46825509064,46763788374,46737408844,46733016189,46729341872,46729341807,46729339935,46729341874,"121,93%","0,46%","0,13%","0,06%","0,01%","0,01%","0,00%","0,00%","0,00%",,,
708,94612033931,50399713934,48505934456,48447205331,48437205560,48437205560,48437205541,48437205565,48437205635,48437205635,"87,72%","3,90%","0,12%","0,02%","0,00%","0,00%","0,00%","0,00%","0,00%",,,
709,91080630672,61040060885,56529206787,52158033778,51961069628,51961069654,51961069620,51961069609,51961069623,51961069614,"49,21%","7,98%","8,38%","0,38%","0,00%","0,00%","0,00%","0,00%","0,00%",,,
710,104561011018,72859166167,67946375849,63137832717,58503931341,55341280948,55341280948,55341280934,55341280924,55341280937,"43,51%","7,23%","7,62%","7,92%","5,71%","0,00%","0,00%","0,00%","0,00%",,,
711,88585295726,51062831621,49639245781,49564922040,49541818764,49535256102,49534594021,49534592184,49534593983,49534593983,"73,48%","2,87%","0,15%","0,05%","0,01%","0,00%","0,00%","0,00%","0,00%",,,
712,171170396191,135394187016,134399367611,134348685975,134332907830,134327012749,134325676601,134325676601,134325676602,134325676602,"26,42%","0,74%","0,04%","0,01%","0,00%","0,00%","0,00%","0,00%","0,00%",,,
713,146603760272,63855343572,63477533949,63434959545,63423726016,63413836742,63413170352,63413170314,63413170347,63413170409,"129,59%","0,60%","0,07%","0,02%","0,02%","0,00%","0,00%","0,00%","0,00%",,,
714,156133661321,53595267635,53407240963,53361713028,53340831071,53335071059,53334731013,53334731044,53334731044,53334731029,"191,32%","0,35%","0,09%","0,04%","0,01%","0,00%","0,00%","0,00%","0,00%",,,
715,79597215811,45289679492,45184121200,45158619217,45148639149,45148639152,45148639151,45148639150,45148639129,45148639131,"75,75%","0,23%","0,06%","0,02%","0,00%","0,00%","0,00%","0,00%","0,00%",,,
716,74842881934,52046580466,51991350981,51954051624,51954051649,51954049849,51954051664,51954051649,51954051649,51954051626,"43,80%","0,11%","0,07%","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%",,,
717,72349522693,52541837525,52397410194,52352418434,52336584864,52325752856,52325751172,52325751050,52325751050,52325751059,"37,70%","0,28%","0,09%","0,03%","0,02%","0,00%","0,00%","0,00%","0,00%",,,
718,147082541201,145887417327,145809409180,145777412089,145777412089,145777412107,145777412089,145777412107,145777412100,145777412114,"0,82%","0,05%","0,02%","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%",,,
719,111697679757,59548666590,55397160658,51356052579,49996562606,49991951457,49989630694,49989630694,49989630694,49989630694,"87,57%","7,49%","7,87%","2,72%","0,01%","0,00%","0,00%","0,00%","0,00%",,,
720,133840109776,59684492718,55568035873,51570545139,49797946617,49793446610,49790457542,49790457542,49790457520,49790457520,"124,25%","7,41%","7,75%","3,56%","0,01%","0,01%","0,00%","0,00%","0,00%",,,
721,106109311974,84831696274,83494884701,83313764066,83226154038,83221765087,83218094676,83218094676,83218094664,83218094673,"25,08%","1,60%","0,22%","0,11%","0,01%","0,00%","0,00%","0,00%","0,00%",,,
722,97486809867,45657802967,45411993318,45366982847,45349317683,45344984292,45340990367,45340990367,45340990367,45340990377,"113,52%","0,54%","0,10%","0,04%","0,01%","0,01%","0,00%","0,00%","0,00%",,,
723,130801495165,61943519767,60333568464,60291957808,60281074656,60281076504,60281076537,60281076485,60281074687,60281074687,"111,16%","2,67%","0,07%","0,02%","0,00%","0,00%","0,00%","0,00%","0,00%",,,
724,99175951312,52148865096,51907204141,51855991378,51851540356,51851540385,51851540312,51851540302,51851540385,51851540331,"90,18%","0,47%","0,10%","0,01%","0,00%","0,00%","0,00%","0,00%","0,00%",,,
725,104682957326,62959209063,62724431229,62618142968,62603554661,62598843972,62598843972,62598844008,62598844008,62598843945,"66,27%","0,37%","0,17%","0,02%","0,01%","0,00%","0,00%","0,00%","0,00%",,,
726,82583683990,51182574597,51079891525,51039120895,51037573947,51037573945,51037573939,51037573972,51037572097,51037572115,"61,35%","0,20%","0,08%","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%",,,
727,91871222303,52484787615,52303233046,52253244884,52253236368,52253236366,52253236383,52253236367,52253236367,52253236384,"75,04%","0,35%","0,10%","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%",,,
728,103763472864,55883604013,55696307442,55676205027,55672976088,55672976088,55672976088,55672976088,55672976088,55672976088,"85,68%","0,34%","0,04%","0,01%","0,00%","0,00%","0,00%","0,00%","0,00%",,,
729,101533821566,71061308872,63180559997,63144557861,63144557861,63144557861,63144557861,63144557861,63144557861,63144557861,"42,88%","12,47%","0,06%","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%",,,
